0,0,13.978975043248072,1.7781676435932836,2.0000414239292463,2.0400686676487365,2.4823134710833945,1.4703333529244622,4.440287407228025,2.0400686676487365,1.7781676435932836,1.0779054544449114,1.7781676435932836,1.7781676435932836,1.7781676435932836,1.0779054544449114,1.7781676435932836,1.7781676435932836,1.4703333529244622,1.4497419207818436,1.0779054544449114,1.4703333529244622,1.4181767364775775,1.0779054544449114,1.4703333529244622,1.0779054544449114,1.0779054544449114,1.0779054544449114,1.0779054544449114,1.0779054544449114,1.0779054544449114,1.0779054544449114
0,0,14.046654318580673,1.7488952097454942,2.25677938698564,2.01460528507962,2.6568090738084167,2.2491408258867955,4.319783949681501,2.01460528507962,2.2491408258867955,2.01460528507962,1.4347942203224602,2.01460528507962,2.01460528507962,1.7488952097454942,1.7488952097454942,2.01460528507962,1.7652306611464756,1.7330035925027794,1.7488952097454942,1.8649862578027636,1.7488952097454942,1.7488952097454942,1.4347942203224602,1.7488952097454942,1.7330035925027794,1.7488952097454942,1.7488952097454942,1.4347942203224602,1.4347942203224602,1.7488952097454942
0,0,14.044567031098907,2.0,2.0375690555645023,2.23606797749979,2.6457513110645907,2.23606797749979,4.47693144643876,2.23606797749979,2.0,2.0,2.0,1.7320508075688772,2.0,2.0,2.0,2.0,1.8274696326488118,1.7320508075688772,1.7320508075688772,1.4142135623730951,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.4142135623730951,1.7320508075688772,1.7320508075688772
0,0,14.008920839630381,2.0,2.0375690555645023,2.23606797749979,2.449489742783178,1.7320508075688772,4.47693144643876,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.0,2.0,1.7320508075688772,1.4456010608597947,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,1.0,1.4142135623730951,1.0,1.0,1.0,1.0,1.0
1,T,14.63874237313925,4.363818875264216,4.55561045014268,4.5872557347625875,4.9033575411254935,4.6949883041507405,0.0,4.47693144643876,4.5872557347625875,4.5872557347625875,4.363818875264216,4.47693144643876,2.5533664951096218,4.363818875264216,3.5611449158094657,3.644791331667001,3.98927961057556,4.247695278161117,4.363818875264216,4.1876109186739,3.5611449158094657,4.1876109186739,3.5611449158094657,4.247695278161117,0.0,2.5533664951096218,0.0,0.0,0.0,3.5611449158094657
1,T,11.793650845984944,3.846591052047915,3.7346954866346334,3.846591052047915,3.846591052047915,3.434568782495859,5.730547783397965,3.714332069389473,3.577186425348151,0.0,3.1905914730657265,0.0,3.577186425348151,3.577186425348151,3.846591052047915,0.0,3.434568782495859,2.8226447825223993,3.036346361840641,3.434568782495859,3.036346361840641,3.434568782495859,3.434568782495859,2.802947580674705,0.0,2.8226447825223993,2.8226447825223993,2.802947580674705,2.802947580674705,2.802947580674705
0,T,13.973183713493155,1.7320508075688772,2.0375690555645023,2.0,2.449489742783178,1.4142135623730951,4.5872557347625875,2.0,1.7320508075688772,1.0,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951,1.0,1.0,1.0,1.4142135623730951,1.0,1.0
0,0,13.937354953183561,2.0,2.269732948210872,2.0,2.449489742783178,1.4142135623730951,4.6949883041507405,1.7320508075688772,2.23606797749979,2.23606797749979,2.23606797749979,1.4142135623730951,1.7320508075688772,2.0,1.7320508075688772,2.0,2.0,2.0,1.7320508075688772,1.9409716118173972,1.7320508075688772,1.7320508075688772,1.9409716118173972,1.4142135623730951,1.7320508075688772,1.4142135623730951,1.7320508075688772,2.0,1.7320508075688772,1.9409716118173972
0,0,13.937354953183561,1.7320508075688772,2.0375690555645023,2.0,2.449489742783178,1.4142135623730951,4.5872557347625875,2.0,1.7320508075688772,0.0,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.0,1.7320508075688772,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,0.0,1.0,0.0,1.4142135623730951,0.0,0.0
0,0,13.937354953183561,2.23606797749979,1.7752993145365705,2.23606797749979,2.23606797749979,1.4142135623730951,4.5872557347625875,2.0,1.0,1.4142135623730951,1.0,1.7320508075688772,1.0,1.4142135623730951,2.23606797749979,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,1.0,1.0,1.0,1.0,1.0
